canonical_key	extraction_layer	book	chapter_start	verse_start	chapter_end	verse_end	speaker	source_authority	authority_level	command_form	command_summary	theological_domain	social_domain	action_domain	ethical_intensity	command_status	related_key	derivation_confidence
ezr_10_12_01	THEMATIC	Ezra	10	12	10	12	Assembly	national	4	declarative	They agreed to obey and separate	covenant	national	moral_behavior	5	active	ezr_10_11_01	100
neh_01_03_01	STRICT	Nehemiah	1	3	1	4	Reporters	narrative	3	declarative	Jerusalem walls are broken and burned	narrative	national	governance	3	active		95
neh_01_06_01	STRICT	Nehemiah	1	6	1	6	Nehemiah	prayer	4	imperative	Let your ear be attentive to your servant’s prayer	covenant	individual	communication	3	active		100
neh_02_05_01	STRICT	Nehemiah	2	5	2	5	Nehemiah	human	4	imperative	Let me go and rebuild Jerusalem walls	covenant	national	governance	4	active		98
neh_02_17_01	STRICT	Nehemiah	2	17	2	17	Nehemiah	leadership	3	imperative	Come let us rebuild the wall	covenant	national	construction	4	active	neh_02_05_01	100
neh_02_20_01	STRICT	Nehemiah	2	20	2	20	Nehemiah	divine	1	declarative	The God of heaven will prosper us	covenant	individual	communication	4	active		100
neh_04_09_01	STRICT	Nehemiah	4	9	4	9	Israelites	narrative	5	declarative	We prayed and set a watch against enemies	covenant	national	governance	4	active		97
neh_04_14_01	STRICT	Nehemiah	4	14	4	14	Nehemiah	leadership	3	imperative	Fight for your families and homes	providence	family	warfare	5	active		100
neh_04_17_01	STRICT	Nehemiah	4	17	4	17	Builders	narrative	5	declarative	Workers built with one hand and held weapons with the other	narrative	national	warfare	4	active		96
neh_05_07_01	STRICT	Nehemiah	5	7	5	7	Nehemiah	judicial	3	imperative	Stop exacting usury from your brothers	ethics	national	economic_behavior	5	active		100
neh_05_11_01	STRICT	Nehemiah	5	11	5	11	Nehemiah	authority	3	imperative	Restore fields, vineyards, houses immediately	ethics	national	economic_behavior	5	active	neh_05_07_01	100
neh_05_13_01	STRICT	Nehemiah	5	13	5	13	Nehemiah	judicial	3	declarative	God will shake out every man who does not keep covenant	judgment	national	moral_behavior	5	active		98
neh_06_03_01	STRICT	Nehemiah	6	3	6	3	Nehemiah	leadership	3	imperative	I am doing a great work, I cannot come down	ethics	national	governance	4	active		100
neh_06_09_01	STRICT	Nehemiah	6	9	6	9	Nehemiah	prayer	4	imperative	Now strengthen my hands, O God	covenant	individual	communication	4	active		100
neh_07_03_01	STRICT	Nehemiah	7	3	7	3	Nehemiah	administration	3	imperative	Do not open the gates until sun is hot	providence	national	governance	4	active		99
neh_08_01_01	STRICT	Nehemiah	8	1	8	1	Ezra	priestly	3	imperative	Bring the Book of the Law of Moses	law	national	governance	5	active		100
neh_08_03_01	STRICT	Nehemiah	8	3	8	3	Ezra	priestly	3	declarative	The Law was read from morning until midday	narrative	national	communication	4	active		98
neh_08_09_01	STRICT	Nehemiah	8	9	8	9	Nehemiah	leadership	3	imperative	Do not mourn; the joy of the LORD is your strength	covenant	individual	communication	4	active		100
neh_08_10_01	STRICT	Nehemiah	8	10	8	10	Nehemiah	leadership	3	imperative	Go, eat the fat and drink sweet drink	worship	national	ritual_behavior	3	active		100
neh_08_14_01	STRICT	Nehemiah	8	14	8	14	Israelites	scripture	3	imperative	Keep the Feast of Booths as written	covenant	priesthood	ritual_behavior	5	active		100
neh_09_03_01	STRICT	Nehemiah	9	3	9	3	Levites	priesthood	2	declarative	Confessed sins and read the Law	covenant	national	communication	5	active		97
neh_09_38_01	STRICT	Nehemiah	9	38	9	38	Israelites	national	4	declarative	We make a sure covenant and write it	covenant	national	communication	5	active		100
neh_10_29_01	STRICT	Nehemiah	10	29	10	29	Israelites	national	4	imperative	Walk in God’s law and observe commandments	law	national	moral_behavior	5			100
neh_10_31_01	STRICT	Nehemiah	10	31	10	31	Israelites	covenant	3	prohibition	Do not buy from foreigners on Sabbath	law	national	economic_behavior	5	active		100
neh_10_34_01	STRICT	Nehemiah	10	34	10	34	Israelites	covenant	3	imperative	Bring wood offerings for the altar	worship	priesthood	ritual_behavior	4	active		98
neh_10_39_01	STRICT	Nehemiah	10	39	10	39	Israelites	covenant	3	imperative	Do not neglect the house of our God	worship	priesthood	moral_behavior	5	active		100
neh_13_07_01	STRICT	Nehemiah	13	7	13	7	Nehemiah	authority	3	imperative	Cast out Tobiah from the chamber	judgment	national	governance	5	active		100
neh_13_11_01	STRICT	Nehemiah	13	11	13	11	Nehemiah	authority	3	imperative	Restore the Levites to their posts	worship	priesthood	ritual_behavior	4	active		100
neh_13_15_01	STRICT	Nehemiah	13	15	13	15	Nehemiah	authority	3	imperative	Halt commerce on Sabbath	law	national	economic_behavior	5	active		100
neh_13_23_01	STRICT	Nehemiah	13	23	13	23	Nehemiah	authority	3	imperative	Do not marry foreign wives	law	foreign_nations	moral_behavior	5	active		100
neh_13_30_01	STRICT	Nehemiah	13	30	13	30	Nehemiah	authority	3	declarative	I cleansed them from all foreign influence	ethics	foreign_nations	moral_behavior	5	active		98
neh_13_31_01	STRICT	Nehemiah	13	31	13	31	Nehemiah	prayer	4	imperative	Remember me for good, O my God	covenant	individual	moral_behavior	4	active		100
est_01_10_01	STRICT	Esther	1	10	1	12	King Ahasuerus	royal	3	imperative	Vashti summoned to appear before the king	judgment	national	governance	2	active		100
est_01_12_01	STRICT	Esther	1	12	1	12	Vashti	royal	3	prohibition	Vashti refuses to come before the king	judgment	individual	moral_behavior	3	active	est_01_10_01	100
est_01_19_01	STRICT	Esther	1	19	1	19	King Ahasuerus	royal	3	declarative	Vashti removed; royal edict issued	law	national	governance	4	active	est_01_10_01	100
est_02_03_01	STRICT	Esther	2	3	2	4	King's servants	royal	3	imperative	Seek new queen from all provinces	narrative	national	governance	3	active		98
est_02_10_01	STRICT	Esther	2	10	2	10	Mordecai	family	4	imperative	Do not reveal your Jewish identity	ethics	individual	communication	5	active		100
est_02_20_01	STRICT	Esther	2	20	2	20	Mordecai	family	4	imperative	Esther obeyed Mordecai’s instruction	ethics	family	moral_behavior	4	active	est_02_10_01	100
est_03_08_01	STRICT	Esther	3	8	3	9	Haman	royal_authority	3	declarative	Decree issued to destroy the Jews	judgment	national	governance	5	active		100
est_03_13_01	STRICT	Esther	3	13	3	13	King's scribes	royal	3	imperative	Send letters to all provinces to destroy Jews	judgment	national	communication	5	active	est_03_08_01	100
est_04_01_01	STRICT	Esther	4	1	4	3	Mordecai	human	4	imperative	Mordecai calls for mourning and fasting	ethics	national	ritual_behavior	5	active		100
est_04_08_01	STRICT	Esther	4	8	4	8	Mordecai	family	4	imperative	Esther must plead before the king	ethics	foreign_nations	communication	5	active	est_04_01_01	100
est_04_11_01	STRICT	Esther	4	11	4	11	Esther	individual	4	conditional	If I perish, I perish (risk acceptance)	ethics	individual	moral_behavior	5	active	est_04_08_01	100
est_04_16_01	STRICT	Esther	4	16	4	16	Esther	social_leader	4	imperative	Fast for me three days	worship	national	ritual_behavior	5	active	est_04_08_01	100
est_05_02_01	STRICT	Esther	5	2	5	2	King Ahasuerus	royal	3	imperative	Esther granted audience before the king	providence	foreign_nations	communication	3	active		98
est_05_04_01	STRICT	Esther	5	4	5	4	Esther	royal_context	4	imperative	Invite king and Haman to banquet	wisdom	foreign_nations	communication	3	active		98
est_06_01_01	STRICT	Esther	6	1	6	3	King Ahasuerus	royal	3	declarative	Record of Mordecai’s loyalty discovered	providence	national	communication	3	active		100
est_06_10_01	STRICT	Esther	6	10	6	10	King Ahasuerus	royal	3	imperative	Honor Mordecai publicly	ethics	national	governance	4	active	est_06_01_01	100
est_07_03_01	STRICT	Esther	7	3	7	3	Queen Esther	royal	4	imperative	Spare my life and my people	ethics	foreign_nations	moral_behavior	5	active	est_04_08_01	100
est_07_06_01	STRICT	Esther	7	6	7	6	Esther	royal	4	declarative	Haman identified as enemy	narrative	national	judicial	5	active		100
est_07_09_01	STRICT	Esther	7	9	7	9	King's servants	royal	3	imperative	Haman executed immediately	judgment	national	judicial	5	active	est_03_08_01	100
est_08_08_01	STRICT	Esther	8	8	8	8	King Ahasuerus	royal	3	imperative	Write decree allowing Jews to defend themselves	judgment	national	governance	5	active	est_03_08_01	100
est_08_11_01	STRICT	Esther	8	11	8	11	King's scribes	royal	3	imperative	Jews may assemble and defend themselves	judgment	national	governance	5	active	est_08_08_01	100
est_09_20_01	STRICT	Esther	9	20	9	22	Mordecai	social_leader	4	imperative	Establish Purim feast	worship	national	ritual_behavior	4	active	est_08_11_01	100
est_09_26_01	STRICT	Esther	9	26	9	28	Mordecai	social_leader	4	imperative	Keep days of Purim annually	worship	national	ritual_behavior	4	active	est_09_20_01	100
est_10_03_01	STRICT	Esther	10	3	10	3	Mordecai	administration	4	declarative	Mordecai promoted for the good of his people	providence	national	governance	3	active		98
job_01_08_01	STRICT	Job	1	8	1	8	YHWH	divine	1	declarative	Job is blameless and upright	wisdom	individual	moral_behavior	5	active		100
job_01_11_01	STRICT	Job	1	11	1	11	Satan	rebellious_spiritual	2	permissive	Stretch out your hand and touch all he has	providence	individual	moral_behavior	5	active		100
job_01_12_01	STRICT	Job	1	12	1	12	YHWH	divine	1	permissive	All that he has is in your power except his life	providence	individual	moral_behavior	5	active	job_01_11_01	100
job_02_03_01	STRICT	Job	2	3	2	3	YHWH	divine	1	declarative	Job still holds fast his integrity despite suffering	providence	individual	moral_behavior	5	active		100
job_02_06_01	STRICT	Job	2	6	2	6	YHWH	divine	1	permissive	He is in your hand but spare his life	providence	individual	moral_behavior	5	active	job_01_12_01	100
job_02_09_01	STRICT	Job	2	9	2	9	Job’s wife	human	4	imperative	Curse God and die	ethics	individual	moral_behavior	5	active		100
job_02_10_01	STRICT	Job	2	10	2	10	Job	human	4	declarative	Shall we accept good from God and not adversity	wisdom	individual	moral_behavior	5	active	job_02_09_01	100
job_05_08_01	STRICT	Job	5	8	5	8	Eliphaz	human_wisdom	4	imperative	Seek God and commit your cause to Him	wisdom	individual	moral_behavior	4	active		95
job_05_17_01	STRICT	Job	5	17	5	17	Eliphaz	human_wisdom	4	imperative	Do not despise the discipline of the Almighty	wisdom	individual	moral_behavior	5	active		95
job_06_24_01	STRICT	Job	6	24	6	24	Job	human	4	imperative	Teach me and I will be silent	wisdom	individual	communication	4	active		98
job_06_25_01	STRICT	Job	6	25	6	25	Job	human	4	declarative	How painful are honest words	wisdom	individual	communication	4	active		98
job_08_05_01	STRICT	Job	8	5	8	6	Bildad	human_wisdom	4	imperative	If you seek God earnestly He will restore you	wisdom	individual	moral_behavior	4	active		95
job_09_02_01	STRICT	Job	9	2	9	2	Job	human	4	declarative	How can a man be righteous before God	wisdom	individual	moral_behavior	5	active		100
job_09_34_01	STRICT	Job	9	34	9	34	Job	human	4	declarative	Let Him remove His rod from me	wisdom	individual	moral_behavior	5	active		100
job_11_13_01	STRICT	Job	11	13	11	13	Zophar	human_wisdom	4	imperative	Prepare your heart and stretch out your hands	wisdom	individual	moral_behavior	4	active		95
job_13_03_01	STRICT	Job	13	3	13	3	Job	human	4	imperative	I desire to reason with the Almighty	wisdom	individual	communication	5	active		100
job_13_05_01	STRICT	Job	13	5	13	5	Job	human	4	imperative	Oh that you would be silent	wisdom	individual	communication	4	active		98
job_19_25_01	STRICT	Job	19	25	19	25	Job	human	4	declarative	I know my Redeemer lives	ethics	individual	moral_behavior	5	active		100
job_21_14_01	STRICT	Job	21	14	21	14	Job	human	4	declarative	They say to God depart from us	wisdom	individual	communication	5	active		95
job_23_03_01	STRICT	Job	23	3	23	3	Job	human	4	declarative	Oh that I knew where I might find Him	wisdom	individual	communication	5	active		100
job_23_10_01	STRICT	Job	23	10	23	10	Job	human	4	declarative	He knows the way I take	providence	individual	communication	5	active		100
job_28_28_01	STRICT	Job	28	28	28	28	wisdom_voice	divine_principle	3	declarative	The fear of the Lord is wisdom	wisdom	individual	moral_behavior	5	active		100
job_31_01_01	STRICT	Job	31	1	31	1	Job	human	4	declarative	I made a covenant with my eyes	wisdom	individual	moral_behavior	5	active		100
job_31_24_01	STRICT	Job	31	24	31	24	Job	human	4	prohibition	If I have made gold my trust	wisdom	individual	moral_behavior	5	active		100
job_38_03_01	STRICT	Job	38	3	38	3	YHWH	divine	1	imperative	Gird up your loins like a man	wisdom	individual	communication	5	active		100
job_38_04_01	STRICT	Job	38	4	38	4	YHWH	divine	1	declarative	Where were you when I laid the foundation of the earth	wisdom	individual	communication	5	active		100
job_40_07_01	STRICT	Job	40	7	40	7	YHWH	divine	1	imperative	Gird up your loins like a man	wisdom	individual	communication	5	active	job_38_03_01	100
job_40_08_01	STRICT	Job	40	8	40	8	YHWH	divine	1	permissive	Will you condemn me to justify yourself	ethics	individual	moral_behavior	5	active		100
job_42_06_01	STRICT	Job	42	6	42	6	Job	human	4	declarative	I repent in dust and ashes	wisdom	individual	moral_behavior	5	active		100
job_42_10_01	STRICT	Job	42	10	42	10	YHWH	divine	1	declarative	The Lord restored Job’s fortunes	providence	national	governance	5	active		100
psa_01_01_01	STRICT	Psalms	1	1	1	1	Psalmist	wisdom	4	prohibition	Do not walk in the counsel of the wicked	wisdom	individual	moral_behavior	5	active		100
psa_01_01_02	STRICT	Psalms	1	1	1	1	Psalmist	wisdom	4	prohibition	Do not stand in the way of sinners	wisdom	individual	moral_behavior	5	active	psa_01_01_01	100
psa_01_01_03	STRICT	Psalms	1	1	1	1	Psalmist	wisdom	4	prohibition	Do not sit in the seat of scoffers	wisdom	individual	moral_behavior	5	active	psa_01_01_01	100
psa_02_10_01	STRICT	Psalms	2	10	2	11	Psalmist	wisdom	4	imperative	Be wise O kings	wisdom	national	governance	5	active		100
psa_02_11_01	STRICT	Psalms	2	11	2	11	Psalmist	wisdom	4	imperative	Serve the LORD with fear	worship	national	ritual_behavior	5	active	psa_02_10_01	100
psa_02_12_01	STRICT	Psalms	2	12	2	12	Psalmist	wisdom	4	imperative	Kiss the Son	worship	national	ritual_behavior	5	active	psa_02_10_01	100
psa_04_04_01	STRICT	Psalms	4	4	4	4	Psalmist	wisdom	4	imperative	Be angry and do not sin	wisdom	individual	moral_behavior	4	active		100
psa_04_04_02	STRICT	Psalms	4	4	4	4	Psalmist	wisdom	4	imperative	Meditate in your heart and be still	wisdom	individual	moral_behavior	4	active	psa_04_04_01	100
psa_27_14_01	STRICT	Psalms	27	14	27	14	Psalmist	wisdom	4	imperative	Wait for the LORD	wisdom	individual	moral_behavior	5	active		100
psa_27_14_02	STRICT	Psalms	27	14	27	14	Psalmist	wisdom	4	imperative	Be strong and take courage	wisdom	individual	moral_behavior	5	active	psa_27_14_01	100
psa_32_09_01	STRICT	Psalms	32	9	32	9	Psalmist	wisdom	4	prohibition	Do not be like the horse or mule	wisdom	individual	moral_behavior	4	active		100
psa_34_14_01	STRICT	Psalms	34	14	34	14	Psalmist	wisdom	4	imperative	Turn away from evil	wisdom	individual	moral_behavior	5	active		100
psa_34_14_02	STRICT	Psalms	34	14	34	14	Psalmist	wisdom	4	imperative	Do good	wisdom	individual	moral_behavior	5	active	psa_34_14_01	100
psa_34_14_03	STRICT	Psalms	34	14	34	14	Psalmist	wisdom	4	imperative	Seek peace and pursue it	wisdom	individual	moral_behavior	5	active	psa_34_14_01	100
psa_37_03_01	STRICT	Psalms	37	3	37	3	Psalmist	wisdom	4	imperative	Trust in the LORD	wisdom	individual	moral_behavior	5	active		100
psa_37_03_02	STRICT	Psalms	37	3	37	3	Psalmist	wisdom	4	imperative	Do good	wisdom	individual	moral_behavior	5	active	psa_37_03_01	100
psa_37_04_01	STRICT	Psalms	37	4	37	4	Psalmist	wisdom	4	imperative	Delight yourself in the LORD	wisdom	individual	moral_behavior	5	active	psa_37_03_01	100
psa_37_05_01	STRICT	Psalms	37	5	37	5	Psalmist	wisdom	4	imperative	Commit your way to the LORD	wisdom	individual	moral_behavior	5	active	psa_37_03_01	100
psa_37_07_01	STRICT	Psalms	37	7	37	7	Psalmist	wisdom	4	imperative	Be still before the LORD	wisdom	individual	moral_behavior	5	active	psa_37_03_01	100
psa_37_08_01	STRICT	Psalms	37	8	37	8	Psalmist	wisdom	4	prohibition	Do not fret	wisdom	individual	moral_behavior	4	active	psa_37_03_01	100
psa_46_10_01	STRICT	Psalms	46	10	46	10	YHWH	divine	1	imperative	Be still and know that I am God	covenant	individual	ritual_behavior	5	active		100
psa_62_08_01	STRICT	Psalms	62	8	62	8	Psalmist	wisdom	4	imperative	Trust in Him at all times	wisdom	individual	moral_behavior	5	active		100
psa_62_08_02	STRICT	Psalms	62	8	62	8	Psalmist	wisdom	4	imperative	Pour out your heart before Him	wisdom	individual	communication	5	active	psa_62_08_01	100
psa_95_06_01	STRICT	Psalms	95	6	95	6	Psalmist	worship	4	imperative	Come worship and bow down	worship	individual	ritual_behavior	5	active		100
psa_95_06_02	STRICT	Psalms	95	6	95	6	Psalmist	worship	4	imperative	Kneel before the LORD	worship	individual	ritual_behavior	5	active	psa_95_06_01	100
psa_95_08_01	STRICT	Psalms	95	8	95	8	YHWH	divine	1	prohibition	Do not harden your hearts	covenant	individual	moral_behavior	5	active		100
psa_96_01_01	STRICT	Psalms	96	1	96	1	Psalmist	worship	4	imperative	Sing to the LORD a new song	worship	individual	ritual_behavior	5	active		100
psa_96_02_01	STRICT	Psalms	96	2	96	2	Psalmist	worship	4	imperative	Bless His name	worship	individual	ritual_behavior	5	active	psa_96_01_01	100
psa_96_03_01	STRICT	Psalms	96	3	96	3	Psalmist	worship	4	imperative	Declare His glory among the nations	worship	national	communication	5	active	psa_96_01_01	100
psa_100_02_01	STRICT	Psalms	100	2	100	2	Psalmist	worship	4	imperative	Serve the LORD with gladness	worship	individual	ritual_behavior	5	active		100
psa_100_02_02	STRICT	Psalms	100	2	100	2	Psalmist	worship	4	imperative	Come before Him with singing	worship	individual	ritual_behavior	5	active	psa_100_02_01	100
psa_105_01_01	STRICT	Psalms	105	1	105	1	Psalmist	worship	4	imperative	Give thanks to the LORD	worship	individual	ritual_behavior	5	active		100
psa_105_01_02	STRICT	Psalms	105	1	105	1	Psalmist	worship	4	imperative	Call upon His name	worship	individual	communication	5	active	psa_105_01_01	100
psa_105_01_03	STRICT	Psalms	105	1	105	1	Psalmist	worship	4	imperative	Make known His deeds	worship	national	communication	5	active	psa_105_01_01	100
psa_150_01_01	STRICT	Psalms	150	1	150	1	Psalmist	worship	4	imperative	Praise God in His sanctuary	worship	individual	ritual_behavior	5	active		100
psa_150_06_01	STRICT	Psalms	150	6	150	6	Psalmist	worship	4	imperative	Let everything that has breath praise the LORD	worship	individual	ritual_behavior	5	active	psa_150_01_01	100
pro_01_08_01	STRICT	Proverbs	1	8	1	8	Father/Teacher	human	4	imperative	Hear your father's instruction	wisdom	family	communication	3	active		100
pro_01_08_02	STRICT	Proverbs	1	8	1	8	Father/Teacher	human	4	prohibition	Do not forsake your mother's teaching	wisdom	family	communication	3	active	pro_01_08_01	100
pro_01_10_01	STRICT	Proverbs	1	10	1	10	Father/Teacher	human	4	prohibition	Do not consent to sinners	wisdom	individual	moral_behavior	4	active		100
pro_01_15_01	STRICT	Proverbs	1	15	1	15	Father/Teacher	human	4	prohibition	Do not walk in the way with them	wisdom	individual	moral_behavior	4	active	pro_01_10_01	100
pro_01_15_02	STRICT	Proverbs	1	15	1	15	Father/Teacher	human	4	prohibition	Keep your foot from their path	wisdom	individual	moral_behavior	4	active	pro_01_15_01	100
pro_01_22_01	THEMATIC	Proverbs	1	22	1	22	Wisdom personified	divine	2	imperative	Turn at my reproof	wisdom	individual	moral_behavior	4	active		90
pro_01_23_01	THEMATIC	Proverbs	1	23	1	23	Wisdom personified	divine	2	imperative	Receive my words and I will pour out my spirit	wisdom	individual	communication	3	active	pro_01_22_01	85
pro_02_01_01	STRICT	Proverbs	2	1	2	1	Father/Teacher	human	4	conditional	Receive my words and treasure my commandments	wisdom	individual	communication	3	active		100
pro_02_02_01	STRICT	Proverbs	2	2	2	2	Father/Teacher	human	4	imperative	Incline your ear to wisdom	wisdom	individual	communication	3	active	pro_02_01_01	100
pro_02_02_02	STRICT	Proverbs	2	2	2	2	Father/Teacher	human	4	imperative	Apply your heart to understanding	wisdom	individual	communication	3	active	pro_02_02_01	100
pro_02_03_01	THEMATIC	Proverbs	2	3	2	4	Father/Teacher	human	4	conditional	Seek wisdom like silver	wisdom	individual	moral_behavior	4	active		95
pro_03_01_01	STRICT	Proverbs	3	1	3	1	Father/Teacher	human	4	imperative	Do not forget my teaching	wisdom	individual	moral_behavior	3	active		100
pro_03_01_02	STRICT	Proverbs	3	1	3	1	Father/Teacher	human	4	imperative	Keep my commandments in your heart	wisdom	individual	moral_behavior	3	active	pro_03_01_01	100
pro_03_03_01	STRICT	Proverbs	3	3	3	3	Father/Teacher	human	4	prohibition	Do not let steadfast love and faithfulness leave you	wisdom	individual	moral_behavior	4	active		100
pro_03_03_02	STRICT	Proverbs	3	3	3	3	Father/Teacher	human	4	imperative	Bind them around your neck and write them on your heart	wisdom	individual	moral_behavior	4	active	pro_03_03_01	100
pro_03_05_01	STRICT	Proverbs	3	5	3	5	Father/Teacher	human	4	imperative	Trust in the LORD with all your heart	wisdom	individual	moral_behavior	5	active		100
pro_03_05_02	STRICT	Proverbs	3	5	3	5	Father/Teacher	human	4	prohibition	Do not lean on your own understanding	wisdom	individual	moral_behavior	4	active	pro_03_05_01	100
pro_03_06_01	STRICT	Proverbs	3	6	3	6	Father/Teacher	human	4	imperative	Acknowledge Him in all your ways	wisdom	individual	moral_behavior	4	active	pro_03_05_01	100
pro_03_07_01	STRICT	Proverbs	3	7	3	7	Father/Teacher	human	4	prohibition	Do not be wise in your own eyes	wisdom	individual	moral_behavior	4	active		100
pro_03_07_02	STRICT	Proverbs	3	7	3	7	Father/Teacher	human	4	imperative	Fear the LORD and turn away from evil	wisdom	individual	moral_behavior	5	active	pro_03_07_01	100
pro_03_09_01	STRICT	Proverbs	3	9	3	9	Father/Teacher	human	4	imperative	Honor the LORD with your wealth	wisdom	individual	moral_behavior	4	active		100
pro_03_11_01	STRICT	Proverbs	3	11	3	11	Father/Teacher	human	4	prohibition	Do not despise the LORD’s discipline	wisdom	individual	moral_behavior	4	active		100
pro_04_05_01	STRICT	Proverbs	4	5	4	5	Father/Teacher	human	4	imperative	Get wisdom	wisdom	individual	moral_behavior	5	active		100
pro_04_05_02	STRICT	Proverbs	4	5	4	5	Father/Teacher	human	4	imperative	Get understanding	wisdom	individual	moral_behavior	5	active	pro_04_05_01	100
pro_04_05_03	STRICT	Proverbs	4	5	4	5	Father/Teacher	human	4	prohibition	Do not forget or turn away from my words	wisdom	individual	moral_behavior	4	active	pro_04_05_01	100
pro_04_06_01	STRICT	Proverbs	4	6	4	6	Father/Teacher	human	4	prohibition	Do not forsake wisdom	wisdom	individual	moral_behavior	4	active		100
pro_04_07_01	THEMATIC	Proverbs	4	7	4	7	Father/Teacher	human	4	declarative	Wisdom is supreme so get it	wisdom	individual	moral_behavior	5	active	pro_04_05_01	90
pro_04_14_01	STRICT	Proverbs	4	14	4	14	Father/Teacher	human	4	prohibition	Do not enter the path of the wicked	wisdom	individual	moral_behavior	5	active		100
pro_04_15_01	STRICT	Proverbs	4	15	4	15	Father/Teacher	human	4	imperative	Avoid it and pass on	wisdom	individual	moral_behavior	5	active	pro_04_14_01	100
pro_04_23_01	STRICT	Proverbs	4	23	4	23	Father/Teacher	human	4	imperative	Keep your heart with all vigilance	wisdom	individual	moral_behavior	5	active		100
pro_04_24_01	STRICT	Proverbs	4	24	4	24	Father/Teacher	human	4	prohibition	Put away crooked speech	wisdom	individual	communication	4	active		100
pro_05_01_01	STRICT	Proverbs	5	1	5	1	Father/Teacher	human	4	imperative	Pay attention to wisdom	wisdom	individual	communication	3	active		100
pro_05_08_01	STRICT	Proverbs	5	8	5	8	Father/Teacher	human	4	imperative	Keep your way far from the adulteress	wisdom	individual	moral_behavior	5	active		100
pro_05_15_01	THEMATIC	Proverbs	5	15	5	18	Father/Teacher	human	4	imperative	Rejoice in your own wife	wisdom	family	moral_behavior	5	active		95
pro_06_01_01	THEMATIC	Proverbs	6	1	6	5	Father/Teacher	human	4	imperative	Free yourself from surety obligations	wisdom	individual	economic_behavior	4	active		90
pro_06_06_01	STRICT	Proverbs	6	6	6	6	Father/Teacher	human	4	imperative	Go to the ant and consider her ways	wisdom	individual	communication	3	active		100
pro_06_09_01	THEMATIC	Proverbs	6	9	6	11	Father/Teacher	human	4	imperative	Do not sleep excessively	wisdom	individual	moral_behavior	4	active		90
pro_06_20_01	STRICT	Proverbs	6	20	6	20	Father/Teacher	human	4	imperative	Keep your father’s commandment	wisdom	family	moral_behavior	4	active		100
pro_06_20_02	STRICT	Proverbs	6	20	6	20	Father/Teacher	human	4	prohibition	Do not forsake your mother’s teaching	wisdom	family	communication	4	active	pro_06_20_01	100
pro_07_02_01	STRICT	Proverbs	7	2	7	2	Father/Teacher	human	4	imperative	Keep my commandments and live	wisdom	individual	moral_behavior	5	active		100
pro_07_04_01	THEMATIC	Proverbs	7	4	7	4	Father/Teacher	human	4	imperative	Say to wisdom “You are my sister”	wisdom	individual	communication	4	active		90
pro_08_32_01	THEMATIC	Proverbs	8	32	8	33	Wisdom personified	divine	2	imperative	Listen to me and be wise	wisdom	individual	communication	4	active		95
pro_08_33_01	THEMATIC	Proverbs	8	33	8	33	Wisdom personified	divine	2	prohibition	Do not neglect instruction	wisdom	individual	communication	4	active	pro_08_32_01	95
pro_09_06_01	THEMATIC	Proverbs	9	6	9	6	Wisdom personified	divine	2	imperative	Leave simple ways and live	wisdom	individual	moral_behavior	5	active		95
pro_09_08_01	STRICT	Proverbs	9	8	9	8	Father/Teacher	human	4	prohibition	Do not rebuke a scoffer	wisdom	individual	communication	3	active		100
pro_09_08_02	STRICT	Proverbs	9	8	9	8	Father/Teacher	human	4	imperative	Rebuke a wise man and he will love you	wisdom	individual	communication	3	active	pro_09_08_01	100
pro_09_09_01	THEMATIC	Proverbs	9	9	9	9	Father/Teacher	human	4	imperative	Give instruction to a wise man	wisdom	individual	communication	3	active		95
pro_10_04_01	THEMATIC	Proverbs	10	4	10	4	Narration	human	4	imperative	Be diligent in work	wisdom	individual	moral_behavior	4	active		85
pro_10_19_01	THEMATIC	Proverbs	10	19	10	19	Narration	human	4	imperative	Restrain your lips	wisdom	individual	communication	4	active		90
pro_11_01_01	STRICT	Proverbs	11	1	11	1	Narration	divine	2	prohibition	Do not use dishonest scales	wisdom	individual	economic_behavior	5	active		100
pro_11_25_01	THEMATIC	Proverbs	11	25	11	25	Narration	human	4	imperative	Be generous to others	wisdom	individual	economic_behavior	4	active		90
pro_12_01_01	STRICT	Proverbs	12	1	12	1	Narration	human	4	imperative	Love discipline	wisdom	individual	moral_behavior	4	active		100
pro_12_01_02	STRICT	Proverbs	12	1	12	1	Narration	human	4	prohibition	Do not hate correction	wisdom	individual	moral_behavior	4	active	pro_12_01_01	100
pro_12_18_01	THEMATIC	Proverbs	12	18	12	18	Narration	human	4	imperative	Speak words that heal	wisdom	individual	communication	4	active		85
pro_13_01_01	STRICT	Proverbs	13	1	13	1	Narration	human	4	imperative	Listen to instruction	wisdom	family	communication	3	active		100
pro_13_03_01	STRICT	Proverbs	13	3	13	3	Narration	human	4	imperative	Guard your mouth	wisdom	individual	communication	4	active		100
pro_13_20_01	STRICT	Proverbs	13	20	13	20	Narration	human	4	imperative	Walk with the wise	wisdom	individual	moral_behavior	4	active		100
pro_14_16_01	THEMATIC	Proverbs	14	16	14	16	Narration	human	4	imperative	Turn away from evil	wisdom	individual	moral_behavior	4	active		90
pro_14_21_01	THEMATIC	Proverbs	14	21	14	21	Narration	human	4	imperative	Show kindness to the poor	wisdom	individual	moral_behavior	5	active		90
pro_15_01_01	THEMATIC	Proverbs	15	1	15	1	Narration	human	4	imperative	Give a soft answer	wisdom	individual	communication	4	active		90
